,id,text_matches
5179,4802589,
5180,6398881,
5181,4344965,
5182,4179019,
5183,5956538,
5184,3131273,
5185,5189526,
5186,4687943,
5187,5254984,
5188,5260559,
5189,3161874,
5190,3251532,
5191,6375532,
5192,2979810,
5193,4448323,
5194,4617565,
5195,5175615,
5196,3991439,
5197,4219786,
5198,6115795,
5199,2125777,
5200,3532140,
5201,5366232,
5202,4828594,
5203,5130764,
5204,4219767,
5205,4595202,
5206,4072799,
5207,5853608,
5208,6241182,
5209,4314411,
5210,5993536,
5211,5217655,
5212,5693903,
5213,3337592,
5214,5713993,
5215,5921433,
5216,2175116,
5217,6408798,
5218,2385650,
5219,5190256,
5220,3756616,
5221,4889094,
5222,5725688,
5223,4913301,
5224,3709731,
5225,5031215,
5226,4544604,
5227,5307346,
5228,3825944,
5229,4242538,
5230,2120850,
5231,6120567,
5232,3712020,
5233,3141489,
5234,4917738,
5235,4540891,
5236,5977468,
5237,5620006,
5238,4503423,
5239,3991098,
5240,5796332,
5241,5470001,
5242,5025212,
5243,4672077,
5244,3001876,
5245,3108192,
5246,3183605,
5247,3762608,
5248,3792985,
5249,4098168,
5250,5834287,
5251,4916642,
5252,4298935,
5253,5295060,
5254,6273546,
5255,3751256,
5256,3543442,
5257,3534081,
5258,5007351,
5259,4853866,
5260,6326133,
5261,4772691,
5262,6359072,
5263,5140617,
5264,4541221,
5265,5700738,
5266,5184423,
5267,6048919,
5268,3640513,
5269,5313585,
5270,2271044,
5271,5348042,
5272,4992257,
5273,5810442,
5274,2715252,
5275,4567310,
5276,4344486,
5277,3590861,
5278,3821672,
5279,4396590,
5280,5202347,
5281,5326862,
5282,5989350,
5283,5295693,
5284,4848368,
5285,1865383,
5286,5798816,
5287,5658463,
5288,2589240,
5289,3913352,
5290,2443766,
5291,3724252,
5292,5604284,
5293,5267711,
5294,5195010,
5295,5733409,
5296,6008616,
5297,4703938,
5298,5429653,
5299,2173718,
5300,4042025,
5301,4937870,
5302,2361213,
5303,5704084,
5304,5382134,
5305,3750331,
5306,3989872,
5307,4617909,
5308,6356879,
5309,5212817,
5310,6296800,
5311,3368907,
5312,3153401,
5313,6009273,
5314,5097392,
5315,2859360,
5316,5726850,
5317,5846817,
5318,2614997,
5319,6210769,
5320,6035019,
5321,1469523,
5322,2721518,
5323,3708944,study site
5324,4283395,
5325,3329484,
5326,3476897,
5327,5875222,
5328,4413638,
5329,4839646,
5330,4086521,
5331,4635995,
5332,4192625,
5333,5525863,
5334,5228319,
5335,3648307,
5336,5885512,
5337,3023689,
5338,3901675,
5339,2992934,
5340,5043727,
5341,3652760,
5342,4794892,
5343,5371540,
5344,5162146,
5345,2363087,
5346,2138198,
5347,2151076,
5348,5187876,
5349,5411450,
5350,5719477,
5351,5154212,
5352,6009454,
5353,6050673,
5354,3742126,
5355,3661803,
5356,4970505,
5357,4395919,
5358,4991003,
5359,5316704,
5360,3180283,
5361,3827542,
5362,3442906,
5363,3587757,
5364,5899815,
5365,4995863,
5366,4856783,
5367,2631889,
5368,5133674,
5369,6038103,
5370,2367536,
5371,5272353,
5372,3398094,
5373,6082112,study site
5374,5232540,
5375,5700043,
5376,3756201,
5377,3570180,
5378,5441904,
5379,3525966,
5380,5197882,
5381,3901507,
5382,3090051,
5383,6083158,
5384,4895635,
5385,3296649,
5386,4005365,
5387,3679469,
5388,6399101,
5389,6209901,
5390,5072463,
5391,5792404,
5392,4248055,
5393,6136693,
5394,5946464,
5395,5239909,
5396,3169447,
5397,5414994,
5398,3879586,
5399,3200855,
5400,5569169,
5401,6030244,
5402,3530606,
5403,5849703,
5404,1635752,
5405,4441416,
5406,6014112,
5407,5233643,
5408,5229836,
5409,5339229,
5410,6364408,
5411,2610385,
5412,3492058,
5413,5895175,
5414,2573953,
5415,2895878,
5416,3738486,
5417,5438682,
5418,4556202,
5419,3223340,
5420,4466288,
5421,4308072,
5422,3490870,
5423,4287838,
5424,6413828,
5425,6367490,
5426,2634737,
5427,4262872,
5428,5762752,
5429,5454533,
5430,4893868,
5431,1654190,
5432,3282445,
5433,4330956,
5434,6387909,
5435,2657148,
5436,4003737,
5437,5406819,
5438,6058169,
5439,6189402,
5440,4637474,
5441,4513693,
5442,4401209,
5443,4075866,
5444,1044733,
5445,6398218,
5446,6191745,
5447,4881690,
5448,2135335,
5449,5179977,
5450,4971283,
5451,2912117,
5452,2823444,
5453,6073931,
5454,2796999,
5455,6300677,
5456,4168281,
5457,6057343,
5458,5767832,
5459,4011048,
5460,5459562,
5461,2873260,
5462,4881988,
5463,4020785,
5464,5027863,
5465,4858916,
5466,3993849,
5467,5186297,
5468,3104641,
5469,6026149,
5470,6079344,
5471,5721481,
5472,5441608,
5473,5465453,
5474,5143468,
5475,6246752,
5476,2860341,
5477,4211118,
5478,3590142,
5479,5419562,
5480,4333894,
5481,5347824,
5482,3679074,
5483,5562023,
5484,5991287,
5485,2601051,
5486,6148044,
5487,5581498,
5488,2110604,
5489,5483223,
5490,3655223,
5491,5555091,
5492,6165864,
5493,3394414,
5494,5858733,
5495,3006986,
5496,6047129,
5497,2275321,
5498,5231959,
5499,3575537,
5500,2702896,
5501,6074736,
5502,4012028,
5503,5835520,
5504,5908567,
5505,5031924,
5506,4922011,
5507,5077494,
5508,3806390,
5509,4829602,
5510,6174065,
5511,2935605,
5512,5935097,
5513,3692303,
5514,4669672,
5515,5062556,
5516,4422138,
5517,5452632,
5518,3702133,
5519,3262132,
5520,5151736,
5521,3278379,
5522,3358708,
5523,4317842,
5524,4441462,
5525,6202814,
5526,5514087,study site
5527,3595243,
5528,5768396,
5529,5680675,
5530,2034488,
5531,5641194,
5532,4394213,
5533,5717039,
5534,4302453,
5535,5103201,
5536,4550349,
5537,2654527,
5538,4602320,
5539,6280185,
5540,5960940,
5541,2494987,
5542,5241763,
5543,3050851,
5544,4931046,
5545,3059284,
5546,5276885,
5547,5487399,
5548,4099792,
5549,3441894,
5550,2219206,
5551,3884765,
5552,4314076,
5553,5814058,
5554,4596629,
5555,5064085,field study
5556,5107608,field work
5557,5937473,study site
5558,5092540,
5559,5871152,
5560,2652357,
5561,4106893,
5562,3958892,
5563,2112354,
5564,3599253,
5565,4628764,
5566,6007158,
5567,4923991,
5568,1033872,
5569,5716551,
5570,4897698,
5571,1538781,
5572,3531945,
5573,5880063,
5574,2691607,
5575,2288860,
5576,2668176,
5577,3409163,
5578,4317965,
5579,3185494,
5580,3364525,
5581,4621927,
5582,2589308,
5583,4263060,
5584,3976685,
5585,6189623,
5586,6147729,
5587,6270970,
5588,3510205,
5589,5463140,
5590,5175858,
5591,4619005,
5592,2944101,
5593,6044915,
5594,4562173,
5595,4767870,
5596,4596911,
5597,3990940,
5598,5733484,
5599,5249831,
5600,4294762,
5601,5711651,
5602,3904686,
5603,6355466,
5604,5638803,
5605,4110017,study site
5606,5203912,
5607,5209625,
5608,2969705,
5609,6357699,
5610,6191956,
5611,6075765,
5612,6222764,
5613,5988279,
5614,5405689,
5615,4808693,
5616,2854746,
5617,3763494,
5618,2195644,
5619,4187163,
5620,2646694,
5621,5805840,
5622,3972165,
5623,6035407,
5624,5197685,
5625,6104094,
5626,5745387,
5627,5019182,
5628,4529220,
5629,5933969,
5630,2480475,
5631,5199651,
5632,3143394,
5633,5805599,
5634,3670295,
5635,3468378,
5636,5467902,
5637,2991254,
5638,3751571,
5639,2962084,
5640,5137006,
5641,4804274,
5642,3357052,
5643,3353939,
5644,2949930,
5645,5992597,
5646,5643376,
5647,2854443,
5648,2943136,
5649,4384290,
5650,3258189,
5651,6181072,
5652,4511270,
5653,4924764,
5654,4110368,
5655,3980365,
5656,4239030,
5657,5910797,
5658,3409399,
5659,3363784,
5660,3848520,
5661,6014637,
5662,6313835,
5663,6163411,
5664,5597588,
5665,5650279,
5666,2447349,
5667,5019658,
5668,2186083,
5669,6310412,
5670,4192988,
5671,6294105,
5672,4453604,
5673,1847946,
5674,2779433,
5675,1185551,
5676,4854205,
5677,3807633,study site
5678,4768970,
5679,5788081,
5680,3767692,
5681,5077135,
5682,5231268,
5683,4811762,
5684,2135751,
5685,6372151,
5686,5394176,
5687,5284008,
5688,4479185,
5689,5823956,
5690,5515378,
5691,4946826,
5692,5397212,
5693,5452151,
5694,6077330,
5695,4473830,
5696,5000210,
5697,4619019,
5698,6317222,
5699,2957147,
5700,3069967,
5701,5442405,
5702,5044968,
5703,5707747,
5704,3526010,
5705,5423548,
5706,5831386,
5707,5070160,
5708,5797562,study site
5709,5797562,field study
5710,3196038,
5711,5586656,
5712,4736393,
5713,5414207,
5714,4812814,
5715,130135,
5716,2119091,
5717,3577759,
5718,3298779,
5719,3407111,study site
5720,4118918,
5721,3643269,
5722,4714253,
5723,6385676,
5724,2890154,
5725,5853090,
5726,3772094,study site
5727,3772094,field work
5728,4687882,
5729,5445254,
5730,1569081,
5731,3500723,
5732,48154,
5733,2761279,
5734,2709432,
5735,4113762,
5736,2657615,
5737,3723983,
5738,2967694,
5739,6172400,
5740,4682854,
5741,4137293,
5742,3756448,
5743,5784499,
5744,3120993,
5745,5243637,
5746,3298696,
5747,4716144,
5748,5360078,
5749,4521186,
5750,5560802,
5751,4518481,
5752,5851989,
5753,4325186,
5754,2010485,
5755,5352663,
5756,6232365,
5757,5326287,
5758,2960418,
5759,4579677,
5760,3007409,
5761,4026978,
5762,5356312,
5763,5310556,
5764,3394087,
5765,3648503,study site
5766,2113488,
5767,5193942,
5768,2367502,
5769,5956560,
5770,5480860,
5771,6179195,
5772,3301500,
5773,6290858,
5774,3840192,
5775,6324352,
5776,5033453,
5777,6378206,
5778,5868912,
5779,6151730,
5780,4068861,
5781,6342318,
5782,3352485,
5783,3765377,
5784,4253368,
5785,3771782,
5786,5266852,
5787,4593845,
5788,4324784,
5789,3720884,
5790,5849292,
5791,4140611,
5792,4646809,
5793,5375846,
5794,2602247,
5795,4079721,
5796,4099783,
5797,4974535,
5798,6347994,
5799,3018018,
5800,5973960,
5801,2725817,
5802,3847875,
5803,2171608,
5804,5717135,
5805,3384473,
5806,133448,
5807,5633310,
5808,4222552,
5809,5206924,
5810,5696531,
5811,4336697,
5812,6389509,
5813,3141043,
5814,2963875,
5815,3339741,
5816,4589693,
5817,5244902,
5818,5944757,
5819,6319765,
5820,5585403,
5821,3050807,
5822,2206376,
5823,280729,
5824,5061548,
5825,3634166,
5826,3192873,
5827,4992512,
5828,4771600,
5829,4225245,
5830,5014525,
5831,6324883,
5832,6157820,
5833,5657979,
5834,4209447,
5835,3307993,
5836,5310969,
5837,4485496,
5838,2997148,
5839,2820486,
5840,6282544,
5841,5363102,
5842,3790990,
5843,5947435,
5844,2883599,
5845,4049834,
5846,6173418,
5847,5459846,
5848,5799281,
5849,6046828,
5850,3320638,
5851,3231681,
5852,3607844,
5853,4194761,
5854,2773459,
5855,5130626,
5856,3197007,
5857,4624959,
5858,3530874,
5859,5024297,
5860,5260328,
5861,4512691,
5862,3813177,
5863,5104079,
5864,4421755,
5865,3150449,
5866,2133109,
5867,4174718,
5868,4582956,
5869,5509659,
5870,3911803,
5871,4465703,
5872,5786671,
5873,3919896,
5874,5777258,
5875,5646729,
5876,4589829,
5877,4317190,
5878,4829043,
5879,6111674,
5880,3323088,
5881,6371468,
5882,6396729,
5883,6189293,
5884,4936981,study site
5885,4506525,
5886,5831950,
5887,5007629,
5888,3475242,
5889,4141890,
5890,3102934,
5891,5803561,
5892,5751782,
5893,3850302,
5894,5369854,
5895,5881156,
5896,5793944,
5897,4782020,
5898,2192069,
5899,4708551,
5900,6097154,
5901,5678711,
5902,6104529,
5903,6308707,
5904,5022210,
5905,5066107,
5906,3631232,
5907,5740795,study site
5908,3082239,study site
5909,5193316,
5910,4745937,
5911,5957651,
5912,3359066,
5913,4260007,
5914,4234801,
5915,4825170,
5916,3439073,
5917,5476600,
5918,6377518,
5919,5977237,
5920,4975813,
5921,5422386,
5922,2092422,
5923,2188767,
5924,6389246,
5925,6328033,
5926,3492900,
5927,4740304,
5928,5187918,
5929,6001072,
5930,2140983,
5931,5682415,
5932,3724273,
5933,4548224,
5934,3180068,
5935,6268978,
5936,5637353,
5937,2873406,
5938,6399243,
5939,3719154,
5940,3316385,
5941,4796326,
5942,5978890,
5943,5352048,
5944,2944124,
5945,5520293,
5946,2586030,
5947,3865016,
5948,3871872,
5949,4969571,
5950,5149042,
5951,3976746,
5952,5393897,
5953,4227287,
5954,3642024,
5955,3653831,
5956,5810251,
5957,4430266,
5958,3793414,
5959,5419196,
5960,3861309,field study
5961,6115955,
5962,2010590,
5963,5121304,
5964,4718143,
5965,2979268,
5966,4413734,study site
5967,1475787,study site
5968,4017805,
5969,2791085,
5970,4401882,
5971,4972309,
5972,5465975,
5973,5480828,
5974,3598175,
5975,6245849,
5976,4985574,
5977,5991731,
5978,3623897,
5979,5181289,
5980,4685563,
5981,5969341,
5982,5358373,
5983,3172971,
5984,1972383,
5985,6240468,
5986,6031435,
5987,6038149,
5988,5785766,
5989,2185894,
5990,3817634,
5991,5199486,
5992,4176291,
5993,3689142,
5994,6218190,
5995,3331117,
5996,6064585,study site
5997,4624955,
5998,3878391,
5999,4304479,
6000,4246679,
6001,5732929,
6002,6045665,
6003,3189445,
6004,2443277,
6005,4280209,
6006,3336671,
6007,4439106,
6008,5609987,
6009,5844958,
6010,6316985,
6011,6083026,
6012,5874111,
6013,4664926,
6014,2475625,
6015,3196100,
6016,3386916,study site
6017,3683512,
6018,2713677,
6019,4554027,
6020,5739227,
6021,5518278,
6022,5859192,
6023,2687874,
6024,5307176,
6025,5249278,
6026,4012083,
6027,2010215,
6028,6392625,
6029,5265109,
6030,5449001,
6031,4215536,
6032,3103443,
6033,5386478,
6034,4146254,
6035,3002786,
6036,2110233,
6037,4091513,
6038,5636750,
6039,5300485,
6040,3780947,
6041,5141017,
6042,194220,
6043,3410335,
6044,4622186,
6045,2008758,
6046,5400054,
6047,3245390,
6048,5067893,
6049,5345125,
6050,4748223,
6051,6386203,
6052,5247059,
6053,4922673,
6054,3657148,
6055,3267669,
6056,6427238,
6057,5236127,
6058,4681872,
6059,2979294,
6060,5143777,
6061,2361916,
6062,4996130,
6063,4253124,field work
6064,5666882,
6065,6325064,
6066,3008971,
6067,3585738,
6068,5720695,
6069,3658007,
6070,5921018,
6071,4889182,
6072,5821785,
6073,6022120,
6074,5390536,
6075,6252179,
6076,59896,
6077,4151584,
6078,5907178,
6079,5881643,
6080,3220912,
6081,3656923,
6082,5959573,
6083,3234495,
6084,5651698,
6085,4812338,
6086,4212725,
6087,4438478,
6088,3542903,
6089,2226163,
6090,5832062,
6091,4194304,
6092,6159523,
6093,5691525,
6094,3629482,
6095,5144332,
6096,5671302,
6097,4581353,
6098,6078309,
6099,5839446,
6100,5491261,
6101,3605511,
6102,4797284,
6103,4001364,
6104,6212648,
6105,5874781,
6106,3441816,
6107,5534576,
6108,2525553,
6109,6275834,
6110,5482458,
6111,4754416,
6112,4394495,
6113,5866716,study site
6114,3059621,
6115,4835534,
6116,5305335,
6117,5000696,
6118,3297842,
6119,5624653,
6120,3965034,
6121,5359450,
6122,5701999,
6123,4672474,
6124,6355690,
6125,3296538,
6126,4022630,
6127,5924392,
6128,5992475,
6129,3666903,
6130,3032658,
6131,2798796,
6132,3962176,
6133,3342897,
6134,4316719,
6135,5456908,
6136,3348575,study site
6137,5777029,
6138,6423616,
6139,3783739,
6140,6026911,
6141,2954852,
6142,2323518,
6143,3531733,
6144,5047894,
6145,5561721,
6146,5832193,
6147,5932064,
6148,2602400,
6149,5074291,
6150,5498597,
6151,5989543,
6152,3828566,
6153,2955040,
6154,4258701,
6155,3953465,
6156,4222709,
6157,5943410,
6158,5257854,
6159,6063657,
6160,6389243,
6161,1033943,
6162,5097961,
6163,3228894,
6164,6416683,
6165,3405066,
6166,2138319,
6167,4472717,
6168,5637623,
6169,5619475,
6170,5467720,
6171,1995189,
6172,5188761,
6173,6111802,
6174,4603063,
6175,3541595,
6176,2385532,
6177,5239848,
6178,2525495,study site
6179,2525495,field study
6180,3609107,
6181,5276532,
6182,4786318,
6183,6195718,
6184,2688952,
6185,5595161,
6186,3488675,
6187,4898425,
6188,4402397,
6189,3883205,
6190,4102927,
6191,3742064,
6192,1033874,
6193,6364654,
6194,3503801,
6195,5613243,
6196,4206068,
6197,2063318,
6198,1519902,
6199,4683078,
6200,2798084,
6201,5938198,
6202,4505111,
6203,6010241,
6204,4712206,
6205,4925433,
6206,2528014,
6207,5880888,
6208,2147484,
6209,2010345,
6210,3137436,
6211,117238,
6212,3732391,
6213,3798389,
6214,2717461,
6215,3914824,
6216,3088904,
6217,1947973,
6218,5670339,study site
6219,3800622,
6220,3553135,
6221,6241626,
6222,4641872,
6223,6275799,
6224,3033329,
6225,5504662,
6226,5265359,
6227,5243190,
6228,6162786,
6229,2640882,
6230,6089754,
6231,3818369,
6232,5143666,
6233,3089055,
6234,4108816,
6235,4108273,
6236,1609181,
6237,4263498,
6238,4613352,
6239,4591644,
6240,4196125,
6241,5521314,
6242,6021854,
6243,5956832,
6244,6025502,
6245,4239856,
6246,3608864,
6247,3734520,
6248,5388044,
6249,5003703,
6250,5959599,
6251,2720243,
6252,5253469,
6253,5832606,
6254,5821161,
6255,5144009,
6256,5382273,
6257,2880319,
6258,1513222,
6259,3318171,
6260,5091384,
6261,6145276,
6262,4964170,
6263,3247586,
6264,3967248,
6265,4286906,
6266,3888676,
6267,5814836,
6268,3071589,
6269,5770183,
6270,4947358,
6271,2198954,
6272,2362992,
6273,3248603,
6274,5524431,
6275,3489908,
6276,6083654,field study
6277,6083654,fieldwork
6278,4687111,
6279,5696770,
6280,5391860,
6281,5426772,
6282,1180446,
6283,3374103,
6284,6152874,
6285,5526066,
6286,6341269,
6287,3816209,
6288,1904238,
6289,5379149,
6290,5856735,
6291,3778938,fieldwork
6292,5766567,
6293,6255801,
6294,3649266,
6295,5887453,
6296,4855406,
6297,5553525,
6298,5633289,
6299,4496438,
6300,4849292,
6301,3747625,
6302,6145268,
6303,3660281,
6304,6213445,
6305,4052095,
6306,5701306,
6307,1638200,
6308,2713247,
6309,3546955,
6310,4450894,study site
6311,5249880,
6312,6417246,
6313,2517984,
6314,4286835,
6315,6066958,
6316,3120988,
6317,3778796,
6318,4687334,
6319,6422837,
6320,5280964,
6321,5453567,study site
6322,5504339,
6323,6398240,
6324,5484966,
6325,6352299,
6326,2198997,
6327,5979190,
6328,5720054,
6329,5557590,
6330,3913052,
6331,6421351,
6332,5398840,
6333,3977521,
6334,6083263,
6335,1082688,
6336,3836392,
6337,3564185,
6338,3667835,
6339,3287193,
6340,3233705,
6341,5598519,
6342,5871039,
6343,5754607,
6344,5748415,
6345,3544912,
6346,4999885,
6347,1761855,
6348,2699121,
6349,5956409,
6350,5055351,
6351,5245805,
6352,2290989,
6353,3300194,
6354,4304016,
6355,2600382,
6356,2980989,
6357,5858649,
6358,1519555,
6359,3091856,
6360,3391988,fieldwork
6361,4819722,
6362,5451758,
6363,3195099,
6364,6197142,
6365,5258508,
6366,6308717,
6367,5925628,
6368,6320983,
6369,3307712,
6370,4616013,
6371,6235895,
6372,4699835,
6373,4669734,
6374,1064903,
6375,6385229,
6376,4798218,
6377,5151123,
6378,3216293,
6379,4606388,
6380,5232279,
6381,4118994,
6382,5163394,
6383,6373929,
6384,2547901,
6385,4021262,
6386,3007609,
6387,2120170,
6388,3701601,
6389,5469230,
6390,5915488,
6391,3058104,
6392,5501602,
6393,4549097,
6394,6304573,
6395,4313883,
6396,6410512,
6397,2779303,
6398,2839490,
6399,6021612,
6400,1790703,
6401,6130710,
6402,5302571,
6403,4799130,
6404,5849026,
6405,5626076,
6406,1236956,
6407,5887792,
6408,5356377,
6409,4053551,
6410,3997086,
6411,5872854,
6412,2606457,
6413,4016295,
6414,4443470,
6415,4068170,
6416,5983790,
6417,5545330,
6418,3112444,
6419,5973865,
6420,5149861,
6421,6394275,
6422,4895381,
6423,4494823,
6424,4712377,
6425,3763427,
6426,6120918,
6427,2699496,
6428,4055104,
6429,4926662,
6430,5137025,
6431,4222571,
6432,5678681,
6433,5185933,
6434,3568003,
6435,3563595,
6436,3356937,
6437,4466269,
6438,2811929,
6439,2991351,
6440,4772794,
6441,5158111,
6442,6201556,
6443,6024293,
6444,4659315,
6445,3395841,
6446,5327911,
6447,3178554,
6448,3573322,
6449,4244020,
6450,5632955,
6451,2760759,
6452,3790164,
6453,5544154,
6454,3373873,
6455,4476095,
6456,3378593,
6457,6335228,
6458,5365241,
6459,4010547,
6460,4511999,
6461,5530602,
6462,6139892,
6463,6221390,
6464,5581840,
6465,5636286,
6466,5676960,
6467,6112092,
6468,5318420,
6469,2215259,
6470,2773761,
6471,6174628,
6472,5728489,
6473,6048797,
6474,3256173,study site
6475,5622961,
6476,4637859,fieldwork
6477,3900327,
6478,4479899,
6479,5484509,
6480,2682455,
6481,6003190,
6482,6012682,
6483,5581344,
6484,3881081,
6485,5875030,
6486,3835523,
6487,4560446,
6488,4493569,
6489,6271819,
6490,4474425,
6491,6384679,
6492,5262997,
6493,2714179,
6494,4485073,
6495,4682096,
6496,5585692,
6497,5775877,
6498,5006603,
6499,3519622,
6500,6079587,
6501,3141153,
6502,5667603,
6503,3339204,
6504,3936820,
6505,5788351,
6506,5232057,
6507,3159312,
6508,4562196,study site
6509,5086517,
6510,5905390,
6511,5806981,
6512,5227451,
6513,3115646,
6514,5911539,
6515,6324899,
6516,4158320,
6517,5898688,
6518,4535074,
6519,5797423,
6520,4481343,
6521,2595196,
6522,5333950,
6523,2190811,
6524,3804154,
6525,4833846,
6526,5075906,
6527,4480753,
6528,3025026,
6529,3661349,
6530,4365919,
6531,5199523,
6532,2859807,
6533,3162733,
6534,3299181,
6535,4600491,
6536,4105052,
6537,3003625,
6538,2944095,
6539,4143358,
6540,2898673,
6541,4555262,
6542,5280510,
6543,3318210,
6544,3153964,
6545,3749600,
6546,4978858,
6547,4084293,
6548,6425108,
6549,4895665,
6550,5490463,
6551,3621362,
6552,2108349,
6553,3857172,
6554,3809192,
6555,5329663,
6556,3482082,
6557,3507241,
6558,1519958,
6559,3218786,
6560,5402629,
6561,6205674,
6562,4881006,
6563,5213652,
6564,5636227,
6565,4345738,
6566,5045266,
6567,4109133,
6568,4888597,study site
6569,4888597,field study
6570,4543995,
6571,5383660,
6572,4575092,
6573,5206450,
6574,3283670,
6575,5923637,
6576,1566768,
6577,4401783,
6578,2689294,
6579,5385006,
6580,4355152,
6581,4088394,
6582,4109433,
6583,6286785,
6584,1976333,
6585,6367894,
6586,5795105,
6587,6172271,
6588,5018277,
6589,5318706,
6590,4956867,
6591,3973246,
6592,4466770,
6593,5668884,
6594,5337820,
6595,6073843,
6596,4777511,
6597,5209399,
6598,6056992,
6599,5092709,
6600,5271728,
6601,3594905,
6602,4601771,
6603,6109292,
6604,2033853,
6605,4066258,
6606,5879167,
6607,3923788,
6608,4532850,
6609,4361831,
6610,6334173,
6611,3733248,
6612,5612819,
6613,4977712,
6614,3224662,
6615,6025481,
6616,6364417,
6617,5623903,
6618,5739116,
6619,3854431,
6620,3145542,
6621,4768050,
6622,4078730,
6623,4484052,
6624,3080293,
6625,3385493,
6626,4120445,
6627,2024969,
6628,6216535,
6629,2547568,
6630,3552758,
6631,5354831,
6632,3795629,
6633,3680181,
6634,5203764,
6635,4811544,
6636,4532124,
6637,6047240,
6638,4844514,
6639,6365648,fieldwork
6640,5092980,
6641,4618955,
6642,5136207,
6643,5485785,
6644,5288593,
6645,4956820,
6646,4956896,
6647,5570191,
6648,5366210,
6649,6172505,
6650,2601321,
6651,3998814,
6652,3945228,
6653,4029223,
6654,4062851,
6655,5483401,
6656,2174159,
6657,3472874,
6658,6316139,
6659,4224492,
6660,4117108,
6661,2196030,
6662,5695297,
6663,3154333,
6664,5931479,
6665,5431753,
6666,4385012,
6667,5593520,
6668,4598539,
6669,5582228,
6670,4029722,
6671,1533278,
6672,3878374,
6673,3386261,
6674,4907632,
6675,5554276,
6676,6329096,
6677,5889986,
6678,3596138,
6679,2983157,
6680,3608150,
6681,6215860,
6682,4555405,
6683,3780540,
6684,5340183,
6685,3861086,
6686,2185778,
6687,4315895,
6688,6420408,
6689,2385223,
6690,4122186,
6691,5554252,
6692,5334390,
6693,6258092,
6694,3971581,
6695,4254221,
6696,5626719,
6697,5993116,
6698,5185607,
6699,6375620,
6700,2138956,
6701,6114653,
6702,3330099,
6703,2698078,
6704,3588284,
6705,6118653,
6706,3517857,
6707,5995252,
6708,2634762,
6709,5974586,
6710,5977238,
6711,6414176,
6712,5652610,
6713,3142343,field study
6714,4992386,
6715,6109994,
6716,4609517,study site
6717,4590823,
6718,5793960,study site
6719,2749805,
6720,5807737,
6721,4420468,
6722,5091745,
6723,6043972,
6724,4982425,
6725,4502283,
6726,6098314,
6727,5562063,
6728,2824928,
6729,1370922,
6730,6340379,
6731,6193691,
6732,3314900,
6733,3499192,
6734,4814340,
6735,4354605,
6736,6315526,
6737,5760939,
6738,3316008,
6739,5705778,
6740,4612473,
6741,5254266,
6742,5712068,
6743,4916428,
6744,3559120,
6745,5996185,
6746,5348187,
6747,4647060,
6748,2033407,
6749,5209762,
6750,2150378,
6751,3701233,
6752,2136076,
6753,2919531,
6754,3999500,
6755,6335840,
6756,3881758,
6757,3987788,
6758,4132192,
6759,5565752,
6760,5987461,
6761,6007934,
6762,5340167,
6763,3643673,
6764,6154826,
6765,3341948,
6766,3049790,
6767,4081525,
6768,5282672,
6769,5622147,
6770,3572409,
6771,5340894,
6772,5657832,
6773,5959504,
6774,4713462,
6775,4728560,
6776,4394490,
6777,5626053,
6778,4727467,
6779,4231558,
6780,4090948,
6781,4450053,
6782,4080438,
6783,4237759,
6784,4054644,
6785,5492410,
6786,3602986,
6787,5877694,
6788,5944478,
6789,3317694,
6790,4668903,
6791,6318554,
6792,5858932,
6793,6414398,
6794,4009484,
6795,3748518,study site
6796,3748518,fieldwork
6797,4718124,
6798,6051941,
6799,5755330,
6800,5877747,
6801,5645591,
6802,5451280,
6803,6320450,
6804,6009365,
6805,3692141,
6806,5843325,
6807,5681557,
6808,4563890,
6809,3936759,
6810,6138458,
6811,4163413,
6812,6404582,
6813,2187740,
6814,5852349,
6815,6100984,
6816,5615362,
6817,4750899,
6818,1550547,
6819,3350047,
6820,6070267,
6821,4589825,
6822,3756458,
6823,3490943,
6824,3065423,
6825,1139932,
6826,2875622,
6827,4412987,
6828,4930217,
6829,3344163,
6830,5938049,
6831,6428711,
6832,6205020,
6833,1201333,
6834,5242901,
6835,3214180,
6836,4232705,
6837,5789834,
6838,2996630,
6839,3363808,
6840,5568431,
6841,3707091,
6842,3735389,
6843,2851109,
6844,3439406,
6845,6317440,
6846,3660938,
6847,5162293,
6848,4053934,
6849,4830987,
6850,3278636,
6851,2064022,
6852,5230350,
6853,6190387,
6854,5623535,
6855,3646256,
6856,3686729,
6857,6277690,
6858,4824280,
6859,6257355,
6860,2557495,
6861,4803845,
6862,1762377,
6863,5978931,
6864,6117377,
6865,6152153,
6866,4853137,
6867,6026723,
6868,3673097,
6869,3722097,
6870,5410616,
6871,4777439,
6872,5817355,
6873,5592628,
6874,4933376,
6875,5078343,
6876,4581818,
6877,4450012,
6878,6073118,
6879,3161021,
6880,2855525,
6881,6047606,
6882,2821904,
6883,5965030,
6884,2956731,
6885,5093967,
6886,6168237,
6887,3897629,
6888,3120554,
6889,5420797,
6890,4809588,
6891,3988539,
6892,3395027,
6893,6142094,
6894,5722354,
6895,4625135,
6896,4739341,
6897,6350759,
6898,3480915,
6899,2203109,
6900,3822826,
6901,2518380,
6902,6352925,
6903,3704955,study site
6904,2063365,
6905,1569436,
6906,5162982,
6907,5918446,
6908,5659567,
6909,3999825,
6910,5857539,
6911,3626671,
6912,5169535,
6913,5236817,
6914,2173029,
