,id,any_matches,id_types
17817,3674263,False,pmc
17818,3674263,False,doi
17819,3674263,False,publisher-id
17820,3891179,False,pmid
17821,3891179,False,pmc
17822,3891179,False,publisher-id
17823,3891179,False,doi
17824,5378754,False,pmid
17825,5378754,False,pmc
17826,5378754,False,publisher-id
17827,5378754,False,doi
17828,3747465,False,pmid
17829,3747465,False,pmc
17830,3747465,False,doi
17831,6212705,False,pmid
17832,6212705,False,pmc
17833,6212705,False,doi
17834,6212705,False,publisher-id
17835,4717593,False,pmid
17836,4717593,False,pmc
17837,4717593,False,publisher-id
17838,4717593,False,doi
17839,4339931,False,pmid
17840,4339931,False,pmc
17841,4339931,False,publisher-id
17842,4339931,False,doi
17843,5212572,False,pmid
17844,5212572,False,pmc
17845,5212572,False,pmc-scan
17846,3579467,False,pmid
17847,3579467,False,pmc
17848,3579467,False,publisher-id
17849,3579467,False,doi
17850,3786878,False,pmid
17851,3786878,False,pmc
17852,3786878,False,doi
17853,3786878,False,publisher-id
17854,6033460,False,pmid
17855,6033460,False,pmc
17856,6033460,False,doi
17857,6033460,False,publisher-id
17858,4807821,False,pmid
17859,4807821,False,pmc
17860,4807821,False,doi
17861,4807821,False,publisher-id
17862,3342104,False,pmid
17863,3342104,False,pmc
17864,3342104,False,publisher-id
17865,3342104,False,doi
17866,5628233,False,pmid
17867,5628233,False,pmc
17868,5628233,False,doi
17869,5628233,False,publisher-id
17870,6323948,False,pmid
17871,6323948,False,pmc
17872,6323948,False,doi
17873,6323948,False,publisher-id
17874,4388860,False,pmid
17875,4388860,False,pmc
17876,4388860,False,doi
17877,4388860,False,publisher-id
17878,5980588,False,pmid
17879,5980588,False,pmc
17880,5980588,False,doi
17881,5980588,False,publisher-id
17882,5980588,False,other
17883,6236222,False,pmid
17884,6236222,False,pmc
17885,6236222,False,doi
17886,6236222,False,publisher-id
17887,4597289,False,pmc
17888,4597289,False,publisher-id
17889,4597289,False,doi
17890,3758586,False,pmid
17891,3758586,False,pmc
17892,3758586,False,doi
17893,3758586,False,publisher-id
17894,3899451,False,pmid
17895,3899451,False,pmc
17896,3899451,False,publisher-id
17897,3899451,False,doi
17898,4320900,False,pmid
17899,4320900,False,pmc
17900,4320900,False,doi
17901,5458235,False,pmid
17902,5458235,False,pmc
17903,5458235,False,publisher-id
17904,5458235,False,doi
17905,1784664,False,pmid
17906,1784664,False,pmc
17907,5116018,False,pmid
17908,5116018,False,pmc
17909,5116018,False,publisher-id
17910,5116018,False,doi
17911,4807533,False,pmid
17912,4807533,False,pmc
17913,4807533,False,publisher-id
17914,4807533,False,doi
17915,6199491,False,pmid
17916,6199491,False,pmc
17917,6199491,False,publisher-id
17918,6199491,False,doi
17919,3938367,False,pmid
17920,3938367,False,pmc
17921,3938367,False,doi
17922,5908117,False,pmid
17923,5908117,False,pmc
17924,5908117,False,doi
17925,5908117,False,publisher-id
17926,5601664,False,pmid
17927,5601664,False,pmc
17928,5601664,False,publisher-id
17929,5601664,False,doi
17930,6153194,False,pmid
17931,6153194,False,pmc
17932,6153194,False,publisher-id
17933,6153194,False,doi
17934,4104568,False,pmid
17935,4104568,False,pmc
17936,4104568,False,publisher-id
17937,4104568,False,doi
17938,3725899,False,pmid
17939,3725899,False,pmc
17940,3725899,False,publisher-id
17941,3725899,False,doi
17942,6342518,False,pmid
17943,6342518,False,pmc
17944,6342518,False,doi
17945,5428399,False,pmid
17946,5428399,False,pmc
17947,5428399,False,doi
17948,5428399,False,publisher-id
17949,5323859,False,pmid
17950,5323859,False,pmc
17951,5323859,False,doi
17952,5323859,False,publisher-id
17953,2796236,False,pmid
17954,2796236,False,pmc
17955,2796236,False,doi
17956,3540078,False,pmid
17957,3540078,False,pmc
17958,3540078,False,publisher-id
17959,3540078,False,doi
17960,6040445,False,pmid
17961,6040445,False,pmc
17962,6040445,False,pmc-scan
17963,3808694,False,pmid
17964,3808694,False,pmc
17965,5569835,False,pmc
17966,5569835,False,publisher-id
17967,5569835,False,doi
17968,4706131,False,pmid
17969,4706131,False,pmc
17970,4706131,False,doi
17971,6256310,False,pmid
17972,6256310,False,pmc
17973,6256310,False,doi
17974,6256310,False,publisher-id
17975,6006309,False,pmid
17976,6006309,False,pmc
17977,6006309,False,publisher-id
17978,6006309,False,doi
17979,4854385,False,pmid
17980,4854385,False,pmc
17981,4854385,False,doi
17982,4854385,False,publisher-id
17983,6393057,False,pmid
17984,6393057,False,pmc
17985,6393057,False,publisher-id
17986,6393057,False,doi
17987,6393057,False,art-access-id
17988,5063416,False,pmid
17989,5063416,False,pmc
17990,5063416,False,doi
17991,5063416,False,publisher-id
17992,5918759,False,pmid
17993,5918759,False,pmc
17994,5918759,False,publisher-id
17995,5918759,False,doi
17996,5136663,False,pmid
17997,5136663,False,pmc
17998,5136663,False,publisher-id
17999,5136663,False,doi
18000,5136663,False,other
18001,4656008,False,pmid
18002,4656008,False,pmc
18003,4656008,False,doi
18004,4656008,False,publisher-id
18005,3299252,False,pmid
18006,3299252,False,pmc
18007,3299252,False,doi
18008,5869911,False,pmid
18009,5869911,False,pmc
18010,5869911,False,doi
18011,5921150,False,pmid
18012,5921150,False,pmc
18013,5921150,False,doi
18014,5921150,False,publisher-id
18015,5307418,False,pmid
18016,5307418,False,pmc
18017,5307418,False,publisher-id
18018,5307418,False,doi
18019,5613701,False,pmid
18020,5613701,False,pmc
18021,5613701,False,publisher-id
18022,5613701,False,doi
18023,5949684,False,pmc
18024,5949684,False,pmc-scan
18025,5631763,False,pmc
18026,5631763,False,doi
18027,5631763,False,publisher-id
18028,3673973,False,pmid
18029,3673973,False,pmc
18030,3673973,False,publisher-id
18031,3673973,False,doi
18032,5219563,False,pmid
18033,5219563,False,pmc
18034,5219563,False,publisher-id
18035,2988737,False,pmid
18036,2988737,False,pmc
18037,2988737,False,publisher-id
18038,2988737,False,doi
18039,4208566,False,pmid
18040,4208566,False,pmc
18041,4208566,False,publisher-id
18042,4208566,False,doi
18043,2848248,False,pmid
18044,2848248,False,pmc
18045,2848248,False,publisher-id
18046,2848248,False,doi
18047,3420762,False,pmid
18048,3420762,False,pmc
18049,3420762,False,doi
18050,5185193,False,pmc
18051,5185193,False,pmc-scan
18052,2518768,False,pmid
18053,2518768,False,pmc
18054,2518768,False,publisher-id
18055,2518768,False,doi
18056,5591711,False,pmid
18057,5591711,False,pmc
18058,5591711,False,pmc-scan
18059,3238934,False,pmid
18060,3238934,False,pmc
18061,3238934,False,publisher-id
18062,3238934,False,doi
18063,3238934,False,coden
18064,3238934,False,pii
18065,5579032,False,pmid
18066,5579032,False,pmc
18067,5579032,False,publisher-id
18068,5579032,False,doi
18069,5447783,False,pmid
18070,5447783,False,pmc
18071,5447783,False,publisher-id
18072,5447783,False,doi
18073,5447783,False,other
18074,4440621,False,pmid
18075,4440621,False,pmc
18076,4440621,False,publisher-id
18077,4440621,False,doi
18078,5286157,False,pmc
18079,5286157,False,pmc-scan
18080,4675007,False,pmid
18081,4675007,False,pmc
18082,4675007,False,publisher-id
18083,4675007,False,doi
18084,3827446,False,pmid
18085,3827446,False,pmc
18086,3827446,False,publisher-id
18087,3827446,False,doi
18088,5271813,False,pmid
18089,5271813,False,pmc
18090,5271813,False,pmc-scan
18091,5320437,False,pmid
18092,5320437,False,pmc
18093,5320437,False,publisher-id
18094,5320437,False,doi
18095,4591483,False,pmid
18096,4591483,False,pmc
18097,4591483,False,doi
18098,5222084,False,pmid
18099,5222084,False,pmc
18100,5222084,False,pmc-scan
18101,5742620,False,pmid
18102,5742620,False,pmc
18103,5742620,False,doi
18104,3208633,False,pmid
18105,3208633,False,pmc
18106,3208633,False,publisher-id
18107,3208633,False,doi
18108,3299710,False,pmid
18109,3299710,False,pmc
18110,3299710,False,publisher-id
18111,3299710,False,doi
18112,5009340,False,pmid
18113,5009340,False,pmc
18114,5009340,False,pii
18115,5009340,False,doi
18116,5802843,False,pmid
18117,5802843,False,pmc
18118,5802843,False,publisher-id
18119,5802843,False,doi
18120,4630067,False,pmid
18121,4630067,False,pmc
18122,4630067,False,doi
18123,3952103,False,pmc
18124,3952103,False,publisher-id
18125,3952103,False,doi
18126,4078165,False,pmid
18127,4078165,False,pmc
18128,4078165,False,doi
18129,4078165,False,publisher-id
18130,5147261,False,pmc
18131,5147261,False,art-access-id
18132,5147261,False,doi
18133,2410102,False,pmid
18134,2410102,False,pmc
18135,2410102,False,publisher-id
18136,2410102,False,doi
18137,3616638,False,pmid
18138,3616638,False,pmc
18139,4142897,False,pmid
18140,4142897,False,pmc
18141,4142897,False,doi
18142,6102297,False,pmid
18143,6102297,False,pmc
18144,6102297,False,publisher-id
18145,6102297,False,doi
18146,1712360,False,pmc
18147,1712360,False,publisher-id
18148,5895039,False,pmid
18149,5895039,False,pmc
18150,5895039,False,publisher-id
18151,5895039,False,doi
18152,4783070,False,pmid
18153,4783070,False,pmc
18154,4783070,False,doi
18155,4783070,False,publisher-id
18156,3443198,False,pmid
18157,3443198,False,pmc
18158,3443198,False,publisher-id
18159,3443198,False,doi
18160,4471001,False,pmid
18161,4471001,False,pmc
18162,4471001,False,doi
18163,4471001,False,publisher-id
18164,5706387,False,pmid
18165,5706387,False,pmc
18166,5706387,False,doi
18167,5706387,False,publisher-id
18168,5077262,False,pmid
18169,5077262,False,pmc
18170,5077262,False,doi
18171,5077262,False,publisher-id
18172,2582666,False,pmid
18173,2582666,False,pmc
18174,2582666,False,publisher-id
18175,4190358,False,pmid
18176,4190358,False,pmc
18177,4190358,False,publisher-id
18178,4190358,False,doi
18179,5129983,False,pmid
18180,5129983,False,pmc
18181,5129983,False,publisher-id
18182,5129983,False,doi
18183,1566228,False,pmid
18184,1566228,False,pmc
18185,1566228,False,pii
18186,4365658,False,pmid
18187,4365658,False,pmc
18188,4365658,False,publisher-id
18189,4365658,False,doi
18190,5322154,False,pmid
18191,5322154,False,pmc
18192,5322154,False,doi
18193,5540966,False,pmid
18194,5540966,False,pmc
18195,5540966,False,doi
18196,4888736,False,pmid
18197,4888736,False,pmc
18198,4888736,False,doi
18199,4888736,False,publisher-id
18200,3585027,False,pmid
18201,3585027,False,pmc
18202,3585027,False,publisher-id
18203,3585027,False,pii
18204,3585027,False,doi
18205,6213502,False,pmid
18206,6213502,False,pmc
18207,6213502,False,doi
18208,6213502,False,publisher-id
18209,5482182,False,pmid
18210,5482182,False,pmc
18211,5482182,False,doi
18212,5482182,False,publisher-id
18213,5794944,False,pmid
18214,5794944,False,pmc
18215,5794944,False,publisher-id
18216,5794944,False,doi
18217,4790286,False,pmc
18218,4790286,False,doi
18219,4790286,False,publisher-id
18220,3323565,False,pmc
18221,3323565,False,publisher-id
18222,3323565,False,doi
18223,5038329,False,pmid
18224,5038329,False,pmc
18225,5038329,False,publisher-id
18226,5038329,False,doi
18227,3795063,False,pmid
18228,3795063,False,pmc
18229,3795063,False,publisher-id
18230,3795063,False,doi
18231,4114443,False,pmid
18232,4114443,False,pmc
18233,4114443,False,publisher-id
18234,4114443,False,doi
18235,1036938,False,pmid
18236,1036938,False,pmc
18237,5100178,False,pmid
18238,5100178,False,pmc
18239,5100178,False,publisher-id
18240,5100178,False,doi
18241,4240790,False,pmid
18242,4240790,False,pmc
18243,4240790,False,publisher-id
18244,4864277,True,pmid
18245,4864277,True,pmc
18246,4864277,True,doi
18247,4864277,True,publisher-id
18248,3681669,False,pmid
18249,3681669,False,pmc
18250,3681669,False,publisher-id
18251,3681669,False,doi
18252,4009313,False,pmid
18253,4009313,False,pmc
18254,4009313,False,doi
18255,6046136,False,pmid
18256,6046136,False,pmc
18257,6046136,False,doi
18258,3126772,False,pmid
18259,3126772,False,pmc
18260,3126772,False,publisher-id
18261,3126772,False,doi
18262,4324112,False,pmid
18263,4324112,False,pmc
18264,4324112,False,doi
18265,5164336,False,pmc
18266,5164336,False,pmc-scan
18267,5133565,False,pmid
18268,5133565,False,pmc
18269,5133565,False,pii
18270,5133565,False,doi
18271,3078207,False,pmid
18272,3078207,False,pmc
18273,3078207,False,publisher-id
18274,3078207,False,doi
18275,6027352,False,pmid
18276,6027352,False,pmc
18277,6027352,False,doi
18278,6027352,False,publisher-id
18279,3852151,False,pmid
18280,3852151,False,pmc
18281,3852151,False,pii
18282,3852151,False,doi
18283,1421422,False,pmid
18284,1421422,False,pmc
18285,1421422,False,publisher-id
18286,1421422,False,doi
18287,2063680,False,pmid
18288,2063680,False,pmc
18289,2063680,False,publisher-id
18290,2063680,False,doi
18291,4518703,False,pmid
18292,4518703,False,pmc
18293,5953031,False,pmc
18294,5953031,False,pmc-scan
18295,6362478,False,pmid
18296,6362478,False,pmc
18297,6362478,False,doi
18298,2780881,False,pmid
18299,2780881,False,pmc
18300,2780881,False,publisher-id
18301,2780881,False,doi
18302,5922959,False,pmid
18303,5922959,False,pmc
18304,5922959,False,pmc-scan
18305,5148780,False,pmid
18306,5148780,False,pmc
18307,5148780,False,publisher-id
18308,5148780,False,doi
18309,4752633,False,pmid
18310,4752633,False,pmc
18311,4752633,False,publisher-id
18312,4752633,False,doi
18313,4033100,False,pmid
18314,4033100,False,pmc
18315,4033100,False,doi
18316,5621798,False,pmid
18317,5621798,False,pmc
18318,5621798,False,doi
18319,5621798,False,publisher-id
18320,5677424,False,pmid
18321,5677424,False,pmc
18322,5677424,False,doi
18323,5677424,False,publisher-id
18324,4845282,False,pmid
18325,4845282,False,pmc
18326,4845282,False,doi
18327,4845282,False,publisher-id
18328,5253512,False,pmid
18329,5253512,False,pmc
18330,5253512,False,doi
18331,4835444,False,pmid
18332,4835444,False,pmc
18333,4835444,False,doi
18334,4910328,False,pmid
18335,4910328,False,pmc
18336,4910328,False,publisher-id
18337,4910328,False,doi
18338,4910328,False,coden
18339,4910328,False,pii
18340,6196627,False,pmid
18341,6196627,False,pmc
18342,6196627,False,doi
18343,6196627,False,publisher-id
18344,2109511,False,pmid
18345,2109511,False,pmc
18346,2109511,False,publisher-id
18347,6359331,False,pmid
18348,6359331,False,pmc
18349,6359331,False,doi
18350,6359331,False,publisher-id
18351,3937002,False,pmid
18352,3937002,False,pmc
18353,3937002,False,publisher-id
18354,3937002,False,doi
18355,1519602,False,pmc
18356,5264434,False,pmid
18357,5264434,False,pmc
18358,5264434,False,publisher-id
18359,5264434,False,doi
18360,3729232,False,pmid
18361,3729232,False,pmc
18362,3729232,False,doi
18363,3729232,False,publisher-id
18364,5435779,False,pmid
18365,5435779,False,pmc
18366,5435779,False,publisher-id
18367,5435779,False,doi
18368,6107514,False,pmid
18369,6107514,False,pmc
18370,6107514,False,publisher-id
18371,6107514,False,doi
18372,5829096,False,pmid
18373,5829096,False,pmc
18374,5829096,False,doi
18375,5892026,False,pmid
18376,5892026,False,pmc
18377,5892026,False,publisher-id
18378,5892026,False,doi
18379,6267161,False,pmid
18380,6267161,False,pmc
18381,6267161,False,publisher-id
18382,6267161,False,doi
18383,6193085,False,pmid
18384,6193085,False,pmc
18385,6193085,False,doi
18386,5054614,False,pmid
18387,5054614,False,pmc
18388,5054614,False,publisher-id
18389,5054614,False,doi
18390,5797609,False,pmid
18391,5797609,False,pmc
18392,5797609,False,doi
18393,4466354,False,pmid
18394,4466354,False,pmc
18395,4466354,False,doi
18396,5746085,False,pmid
18397,5746085,False,pmc
18398,5746085,False,publisher-id
18399,5746085,False,doi
18400,3705501,False,pmid
18401,3705501,False,pmc
18402,3705501,False,doi
18403,3705501,False,publisher-id
18404,4027193,False,pmid
18405,4027193,False,pmc
18406,4027193,False,doi
18407,4665026,False,pmid
18408,4665026,False,pmc
18409,4665026,False,publisher-id
18410,4665026,False,doi
18411,4595285,False,pmid
18412,4595285,False,pmc
18413,4595285,False,publisher-id
18414,4595285,False,doi
18415,5872120,False,pmid
18416,5872120,False,pmc
18417,5872120,False,doi
18418,5872120,False,publisher-id
18419,5046702,False,pmid
18420,5046702,False,pmc
18421,5046702,False,pmc-scan
18422,2125101,False,pmid
18423,2125101,False,pmc
18424,6077885,False,pmid
18425,6077885,False,pmc
18426,6077885,False,doi
18427,6077885,False,publisher-id
18428,4327527,False,pmid
18429,4327527,False,pmc
18430,4327527,False,doi
18431,5406910,False,pmid
18432,5406910,False,pmc
18433,5406910,False,publisher-id
18434,5406910,False,doi
18435,5618813,False,pmid
18436,5618813,False,pmc
18437,5618813,False,publisher-id
18438,6050308,False,pmid
18439,6050308,False,pmc
18440,6050308,False,publisher-id
18441,6050308,False,doi
18442,3050378,False,pmid
18443,3050378,False,pmc
18444,3050378,False,publisher-id
18445,3050378,False,doi
18446,3050378,False,coden
18447,3050378,False,pii
18448,5147180,False,pmc
18449,5147180,False,art-access-id
18450,5147180,False,doi
18451,2590276,False,pmc
18452,2705450,False,pmid
18453,2705450,False,pmc
18454,2705450,False,publisher-id
18455,2705450,False,doi
18456,2727398,False,pmid
18457,2727398,False,pmc
18458,2727398,False,publisher-id
18459,2727398,False,doi
18460,3796196,False,pmid
18461,3796196,False,pmc
18462,3796196,False,doi
18463,4169471,False,pmid
18464,4169471,False,pmc
18465,4169471,False,publisher-id
18466,4169471,False,doi
18467,4989870,False,pmid
18468,4989870,False,pmc
18469,4989870,False,publisher-id
18470,4989870,False,doi
18471,5667098,False,pmid
18472,5667098,False,pmc
18473,5667098,False,pmc-scan
18474,4728645,False,pmid
18475,4728645,False,pmc
18476,4728645,False,doi
18477,4728645,False,publisher-id
18478,5707751,False,pmid
18479,5707751,False,pmc
18480,5707751,False,doi
18481,5707751,False,publisher-id
18482,4012684,False,pmid
18483,4012684,False,pmc
18484,4012684,False,doi
18485,4012684,False,publisher-id
18486,2706615,False,pmid
18487,2706615,False,pmc
18488,2706615,False,publisher-id
18489,6369384,False,pmid
18490,6369384,False,pmc
18491,6369384,False,doi
18492,6369384,False,publisher-id
18493,2186997,False,pmid
18494,2186997,False,pmc
18495,2186997,False,publisher-id
18496,4061529,False,pmid
18497,4061529,False,pmc
18498,4061529,False,doi
18499,6394397,False,pmid
18500,6394397,False,pmc
18501,6394397,False,doi
18502,6394397,False,publisher-id
18503,4219837,False,pmid
18504,4219837,False,pmc
18505,4219837,False,publisher-id
18506,4219837,False,doi
18507,5431024,False,pmid
18508,5431024,False,pmc
18509,5431024,False,publisher-id
18510,5431024,False,doi
18511,5386527,False,pmid
18512,5386527,False,pmc
18513,5386527,False,pii
18514,5386527,False,doi
18515,4396939,False,pmid
18516,4396939,False,pmc
18517,4396939,False,publisher-id
18518,4396939,False,doi
18519,6193931,False,pmid
18520,6193931,False,pmc
18521,6193931,False,publisher-id
18522,6193931,False,doi
18523,6074417,False,pmc
18524,6074417,False,doi
18525,6074417,False,publisher-id
18526,4281814,False,pmid
18527,4281814,False,pmc
18528,4281814,False,doi
18529,4281814,False,publisher-id
18530,4296413,False,pmid
18531,4296413,False,pmc
18532,4296413,False,publisher-id
18533,4296413,False,doi
18534,1081593,False,pmid
18535,1081593,False,pmc
18536,2200669,False,pmid
18537,2200669,False,pmc
18538,2200669,False,publisher-id
18539,2200669,False,doi
18540,4824252,False,pmid
18541,4824252,False,pmc
18542,4824252,False,publisher-id
18543,4824252,False,doi
18544,4213497,False,pmid
18545,4213497,False,pmc
18546,4213497,False,publisher-id
18547,4213497,False,doi
18548,6172769,False,pmid
18549,6172769,False,pmc
18550,6172769,False,publisher-id
18551,6172769,False,doi
18552,4031255,False,pmid
18553,4031255,False,pmc
18554,4031255,False,doi
18555,6145876,False,pmid
18556,6145876,False,pmc
18557,6145876,False,publisher-id
18558,6145876,False,doi
18559,4713113,False,pmid
18560,4713113,False,pmc
18561,4713113,False,doi
18562,5974864,False,pmid
18563,5974864,False,pmc
18564,5974864,False,publisher-id
18565,5974864,False,doi
18566,5781333,False,pmid
18567,5781333,False,pmc
18568,5781333,False,publisher-id
18569,5781333,False,doi
18570,4703610,False,pmid
18571,4703610,False,pmc
18572,4703610,False,publisher-id
18573,4703610,False,doi
18574,2928763,False,pmid
18575,2928763,False,pmc
18576,2928763,False,publisher-id
18577,2928763,False,doi
18578,5971649,False,pmid
18579,5971649,False,pmc
18580,5971649,False,publisher-id
18581,5971649,False,doi
18582,4421547,False,pmid
18583,4421547,False,pmc
18584,4421547,False,doi
18585,4421547,False,publisher-id
18586,5994743,False,pmid
18587,5994743,False,pmc
18588,5994743,False,publisher-id
18589,5994743,False,doi
18590,1950216,False,pmid
18591,1950216,False,pmc
18592,1950216,False,publisher-id
18593,1950216,False,doi
18594,3470899,False,pmid
18595,3470899,False,pmc
18596,3470899,False,doi
18597,5443572,False,pmid
18598,5443572,False,pmc
18599,5443572,False,doi
18600,5443572,False,publisher-id
18601,5243158,False,pmid
18602,5243158,False,pmc
18603,5243158,False,doi
18604,5243158,False,publisher-id
18605,6423589,False,pmid
18606,6423589,False,pmc
18607,6423589,False,doi
18608,5731806,False,pmid
18609,5731806,False,pmc
18610,5731806,False,publisher-id
18611,5731806,False,doi
18612,3726399,False,pmid
18613,3726399,False,pmc
18614,3726399,False,publisher-id
18615,3726399,False,doi
18616,5795826,False,pmid
18617,5795826,False,pmc
18618,5795826,False,doi
18619,5795826,False,publisher-id
18620,4448322,False,pmid
18621,4448322,False,pmc
18622,4448322,False,publisher-id
18623,4448322,False,doi
18624,5216030,False,pmid
18625,5216030,False,pmc
18626,5216030,False,doi
18627,4569721,False,pmid
18628,4569721,False,pmc
18629,4569721,False,pii
18630,4569721,False,doi
18631,2893968,False,pmid
18632,2893968,False,pmc
18633,2893968,False,publisher-id
18634,2893968,False,doi
18635,3974688,False,pmid
18636,3974688,False,pmc
18637,3974688,False,doi
18638,3974688,False,publisher-id
18639,4391586,False,pmid
18640,4391586,False,pmc
18641,4391586,False,doi
18642,4391586,False,publisher-id
18643,3461002,False,pmid
18644,3461002,False,pmc
18645,3461002,False,publisher-id
18646,3461002,False,doi
18647,5878192,False,pmid
18648,5878192,False,pmc
18649,5878192,False,publisher-id
18650,5878192,False,doi
18651,6137300,False,pmid
18652,6137300,False,pmc
18653,6137300,False,doi
18654,6137300,False,publisher-id
18655,5082538,False,pmid
18656,5082538,False,pmc
18657,5082538,False,doi
18658,5082538,False,publisher-id
18659,4062492,True,pmid
18660,4062492,True,pmc
18661,4062492,True,publisher-id
18662,4062492,True,doi
18663,4214337,False,pmid
18664,4214337,False,pmc
18665,4214337,False,doi
18666,4214337,False,publisher-id
18667,5332406,False,pmid
18668,5332406,False,pmc
18669,5332406,False,doi
18670,4056655,False,pmid
18671,4056655,False,pmc
18672,4056655,False,publisher-id
18673,4056655,False,doi
18674,3611692,False,pmc
18675,3611692,False,publisher-id
18676,3611692,False,doi
18677,6067206,False,pmid
18678,6067206,False,pmc
18679,6067206,False,pmc-scan
18680,2881901,False,pmid
18681,2881901,False,pmc
18682,2881901,False,publisher-id
18683,2881901,False,doi
18684,4741799,False,pmid
18685,4741799,False,pmc
18686,4612505,False,pmid
18687,4612505,False,pmc
18688,4612505,False,doi
18689,1323327,False,pmid
18690,1323327,False,pmc
18691,1323327,False,publisher-id
18692,5428588,False,pmid
18693,5428588,False,pmc
18694,5428588,False,publisher-id
18695,5428588,False,doi
18696,5428588,False,art-access-id
18697,3670287,False,pmid
18698,3670287,False,pmc
18699,3670287,False,publisher-id
18700,3670287,False,pii
18701,3670287,False,doi
18702,3307742,False,pmid
18703,3307742,False,pmc
18704,3307742,False,publisher-id
18705,3307742,False,doi
18706,2215892,False,pmid
18707,2215892,False,pmc
18708,2215892,False,publisher-id
18709,3491019,False,pmid
18710,3491019,False,pmc
18711,3491019,False,publisher-id
18712,3491019,False,doi
18713,5824185,False,pmid
18714,5824185,False,pmc
18715,5824185,False,pmc-scan
18716,3091309,False,pmid
18717,3091309,False,pmc
18718,3091309,False,publisher-id
18719,3091309,False,doi
18720,6215639,True,pmid
18721,6215639,True,pmc
18722,6215639,True,publisher-id
18723,6215639,True,doi
18724,5141491,False,pmid
18725,5141491,False,pmc
18726,5141491,False,pii
18727,5141491,False,doi
18728,4713881,False,pmid
18729,4713881,False,pmc
18730,4713881,False,doi
18731,6025307,False,pmid
18732,6025307,False,pmc
18733,6025307,False,doi
18734,6025307,False,publisher-id
18735,2854939,False,pmid
18736,2854939,False,pmc
18737,2854939,False,doi
18738,6246977,False,pmid
18739,6246977,False,pmc
18740,6246977,False,publisher-id
18741,6246977,False,doi
18742,5688182,False,pmid
18743,5688182,False,pmc
18744,5688182,False,publisher-id
18745,5688182,False,doi
18746,5067918,False,pmid
18747,5067918,False,pmc
18748,5067918,False,publisher-id
18749,5067918,False,doi
18750,6257941,False,pmid
18751,6257941,False,pmc
18752,6257941,False,publisher-id
18753,6257941,False,doi
18754,2774145,False,pmid
18755,2774145,False,pmc
18756,2774145,False,doi
18757,3937317,False,pmid
18758,3937317,False,pmc
18759,3937317,False,publisher-id
18760,3937317,False,doi
18761,5341168,True,pmid
18762,5341168,True,pmc
18763,5341168,True,publisher-id
18764,5341168,True,doi
18765,6321169,False,pmid
18766,6321169,False,pmc
18767,6321169,False,doi
18768,6321169,False,publisher-id
18769,4345697,False,pmid
18770,4345697,False,pmc
18771,4564757,False,pmid
18772,4564757,False,pmc
18773,4564757,False,doi
18774,1999503,False,pmid
18775,1999503,False,pmc
18776,1999503,False,publisher-id
18777,1999503,False,doi
18778,5122819,False,pmid
18779,5122819,False,pmc
18780,5122819,False,publisher-id
18781,5122819,False,doi
18782,4103454,False,pmid
18783,4103454,False,pmc
18784,4103454,False,publisher-id
18785,4103454,False,doi
18786,4103438,False,pmid
18787,4103438,False,pmc
18788,4103438,False,publisher-id
18789,4103438,False,doi
18790,3693899,False,pmid
18791,3693899,False,pmc
18792,3693899,False,publisher-id
18793,3693899,False,doi
18794,4231104,False,pmid
18795,4231104,False,pmc
18796,4231104,False,publisher-id
18797,4231104,False,doi
18798,6287022,False,pmid
18799,6287022,False,pmc
18800,6287022,False,doi
18801,3566860,False,pmid
18802,3566860,False,pmc
18803,3566860,False,doi
18804,5897922,False,pmid
18805,5897922,False,pmc
18806,5897922,False,doi
18807,5897922,False,publisher-id
18808,4191213,False,pmid
18809,4191213,False,pmc
18810,4191213,False,publisher-id
18811,4539541,False,pmid
18812,4539541,False,pmc
18813,4539541,False,pii
18814,4539541,False,doi
18815,6416707,False,pmid
18816,6416707,False,pmc
18817,6416707,False,doi
18818,6416707,False,publisher-id
18819,4580584,False,pmid
18820,4580584,False,pmc
18821,4580584,False,publisher-id
18822,4580584,False,doi
18823,2648953,False,pmid
18824,2648953,False,pmc
18825,2648953,False,publisher-id
18826,2648953,False,doi
18827,3056847,False,pmid
18828,3056847,False,pmc
18829,3056847,False,publisher-id
18830,3056847,False,doi
18831,4138375,False,pmid
18832,4138375,False,pmc
18833,4138375,False,publisher-id
18834,4138375,False,doi
18835,4411013,False,pmid
18836,4411013,False,pmc
18837,4411013,False,doi
18838,4411013,False,publisher-id
18839,5247025,False,pmid
18840,5247025,False,pmc
18841,5247025,False,pmc-scan
18842,4258304,False,pmid
18843,4258304,False,pmc
18844,4258304,False,publisher-id
18845,4258304,False,doi
18846,3678204,False,pmid
18847,3678204,False,pmc
18848,3678204,False,publisher-id
18849,3678204,False,doi
18850,4849857,True,pmid
18851,4849857,True,pmc
18852,4849857,True,doi
18853,4849857,True,sici
18854,4849857,True,publisher-id
18855,5588329,False,pmid
18856,5588329,False,pmc
18857,5588329,False,doi
18858,5588329,False,publisher-id
18859,4911068,False,pmid
18860,4911068,False,pmc
18861,4911068,False,doi
18862,4911068,False,publisher-id
18863,4035506,False,pmid
18864,4035506,False,pmc
18865,4035506,False,publisher-id
18866,4035506,False,doi
18867,4126643,False,pmid
18868,4126643,False,pmc
18869,4126643,False,publisher-id
18870,4126643,False,doi
18871,5243783,False,pmid
18872,5243783,False,pmc
18873,5243783,False,doi
18874,5243783,False,publisher-id
18875,5872193,False,pmid
18876,5872193,False,pmc
