,id,any_matches,keywords
13020,4028475,False,Pendrin
13021,4028475,False,Papillary thyroid cancer
13022,2882890,False,celiac trunk dissection
13023,2882890,False,isolated spontaneous dissection
13024,2882890,False,CT angiography
13025,2882890,False,bicuspid aortic valve
13026,2882890,False,MRA
13027,5453685,False,Low-density lipoprotein cholesterol
13028,5453685,False,High-density lipoprotein cholesterol
13029,5453685,False,Sudden cardiac death
13030,2895874,False,Hypertrophic pyloric stenosis
13031,2895874,False,Laparoscopic pyloromyotomy
13032,2895874,False,Learning curve
13033,5224643,False,graphene
13034,5224643,False,plasmonic
13035,5224643,False,absorption enhancement
13036,5224643,False,polarization selectivity
13037,5224643,False,photodetectors
13038,5310697,False,small-cell lung cancer
13039,5310697,False,first-line chemotherapy
13040,5310697,False,second-line chemotherapy
13041,5310697,False,third-line chemotherapy
13042,5310697,False,retrospective study
13043,5310697,False,overall survival
13044,5494922,False,Early Growth Response Protein 1
13045,5494922,False,Endothelial Dysfunction
13046,5494922,False,miR-551b-5p
13047,5494922,False,Vein Graft Failure
13048,3998223,False,Electron beam lithography
13049,3998223,False,Self-developing resist
13050,3998223,False,Nitrocellulose
13051,4338806,False,Fracture Healing
13052,4338806,False,Neck Injuries
13053,4338806,False,Spinal Fractures
13054,4075294,False,Trypan blue
13055,4075294,False,Fluorescence
13056,4075294,False,Flow cytometry
13057,4075294,False,Cytotoxicity
13058,3560503,False,VIN usual type
13059,3560503,False,Human Papillomavirus (HPV)
13060,3560503,False,HPV DNA test
13061,3813164,False,Postoperative nausea and vomiting (PONV)
13062,3813164,False,Generic granisetron
13063,3813164,False,Kytril®
13064,3813164,False,Gynaecological surgery
13065,2360683,False,mesothelioma
13066,2360683,False,epidemiology
13067,2360683,False,ICD-9
13068,2360683,False,ICD-10
13069,2360683,False,accidental poisoning
13070,6265687,False,beverage intake
13071,6265687,False,children
13072,6265687,False,adolescents
13073,6265687,False,sugar-sweetened beverages
13074,6265687,False,juice
13075,6265687,False,milk
13076,6315049,False,Helium analysis
13077,6315049,False,Neon-21 as internal standard
13078,6315049,False,Whole blood
13079,6315049,False,GC–MS in SIM mode
13080,6315049,False,Asphyxia
13081,6315049,False,Inhalation suicide
13082,4037987,False,carcinoma
13083,4037987,False,non-small cell lung
13084,4037987,False,meta-analysis
13085,4037987,False,thalidomide
13086,3978531,False,alcohol dehydrogenase
13087,3978531,False,encapsulation
13088,3978531,False,spray drying
13089,3978531,False,mannitol
13090,5457549,False,Community-acquired pneumonia
13091,5457549,False,Antibiotics
13092,5457549,False,Atypical
13093,5457549,False,Macrolides
13094,5457549,False,Fluoroquinolones
13095,5038741,False,cloud-assisted WBANs
13096,5038741,False,privacy-enhanced
13097,5038741,False,multifunctional aggregation
13098,5038741,False,health data
13099,5038741,False,fault tolerance
13100,5038741,False,differential privacy
13101,5347747,False,KIT D816V mutant
13102,5347747,False,ROSAKIT D816V cell line
13103,5347747,False,gluc reporter
13104,5347747,False,NSG mice
13105,5347747,False,advanced systemic mastocytosis
13106,2914296,False,Predation risk
13107,2914296,False,Oviposition behaviour
13108,2914296,False,Tetranychus evansi
13109,2914296,False,Phytoseiulus longipes
13110,2914296,False,Tomato
13111,2914296,False,Ecosystem engineers
13112,5037213,False,lipidomics
13113,5037213,False,Saccharomyces cerevisiae
13114,5037213,False,Gillespie algorithm
13115,5037213,False,spatial distribution of lipids
13116,5037213,False,fatty acid saturation
13117,4840182,False,gastrointestinal stromal tumour
13118,4840182,False,transgastric resection
13119,4840182,False,sleeve gastrectomy
13120,4840182,False,wedge resection
13121,4490525,False,placenta
13122,4490525,False,glucose transporter isofrom-3
13123,4490525,False,mammalian target of rapamycin
13124,3888996,False,Complication
13125,3888996,False,dorsal slit
13126,3888996,False,device
13127,3888996,False,excision
13128,3888996,False,male circumcision
13129,3888996,False,public health benefit
13130,3888996,False,technique
13131,2919258,False,alkylation
13132,2919258,False,coumarin
13133,2919258,False,fluorescent probe
13134,2919258,False,glycine
13135,2919258,False,protecting group
13136,5149473,False,Risk assessment
13137,5149473,False,Exposure estimation
13138,5149473,False,Benzene
13139,5149473,False,Cancer risk
13140,5149473,False,Fuzzy logic
13141,5149473,False,Neural network
13142,4463583,False,hair follicle
13143,4463583,False,wool
13144,4463583,False,sheep
13145,4463583,False,gene expression profiling
13146,4463583,False,high-throughput RNA sequencing
13147,4968981,False,prostate cancer detection
13148,4968981,False,OligoFISH®
13149,4968981,False,oncology
13150,4968981,False,PSA screening
13151,3671418,False,zoonotic onchocerciasis
13152,3671418,False,Onchocerca dewittei japonica
13153,3671418,False,mitochondrial DNA analysis
13154,3671418,False,Japan
13155,3671418,False,onchocercose zoonotique
13156,3671418,False,Onchocerca dewittei japonica
13157,3671418,False,analyse de l’ADN mitochondrial
13158,3671418,False,Japon
13159,4872334,False,Dry aging
13160,4872334,False,Beef
13161,4872334,False,Dry aging parameters
13162,3400983,False,PPARGC1A
13163,3400983,False,Bubalus bubalis
13164,3400983,False,Murrah
13165,3400983,False,Surti
13166,3400983,False,Pandharpuri
13167,3400983,False,Bhadawari
13168,3400983,False,Toda
13169,3400983,False,Molecular differentiation
13170,5823214,False,prion
13171,5823214,False,amyloid
13172,5823214,False,neurodegeneration
13173,5823214,False,iron
13174,5823214,False,microglia
13175,5823214,False,neuron
13176,6149205,False,Children with cerebral palsy
13177,6149205,False,Childhood health assessment questionnaire
13178,6149205,False,Health-related quality of life
13179,6149205,False,Rasch analysis
13180,6270164,False,acid lability
13181,6270164,False,benzyl
13182,6270164,False,carbocation stability
13183,6270164,False,Cys protecting groups
13184,6270164,False,diphenylmethyl (Dpm)
13185,6270164,False,peptide synthesis
13186,4574884,False,Predictors
13187,4574884,False,functional remission
13188,4574884,False,symptomatic remission
13189,4574884,False,psychosocial functioning
13190,4574884,False,clinical outcome
13191,4574884,False,Mexico
13192,3895581,False,Camel
13193,3895581,False,IGF-I
13194,3895581,False,Oocyte
13195,3895581,False,Steroids
13196,3895581,False,Ultrastructure
13197,6251832,False,Breakthrough pain
13198,6251832,False,Cancer
13199,6251832,False,Cost of illness
13200,6251832,False,Pharmacoeconomics
13201,4960497,False,stress
13202,4960497,False,electrodermal response
13203,4960497,False,heart rate
13204,4960497,False,mobile applications
13205,4960497,False,wearable devices
13206,4960497,False,cognitive behavioral therapy
13207,4960497,False,telemedicine
13208,6124560,False,Microtubule
13209,6124560,False,+TIPs (plus-end-tracking proteins)
13210,6124560,False,EB1 (end-binding protein 1)
13211,6124560,False,Microtubule bundling
13212,6124560,False,Microtubule-network organization
13213,6124560,False,Root growth
13214,6176945,False,Biological delousing
13215,6176945,False,Lumpfish
13216,6176945,False,Sea lice
13217,6176945,False,Atlantic salmon
13218,6296135,True,Malaria
13219,6296135,True,Plasmodium falciparum
13220,6296135,True,Drug resistance
13221,6296135,True,Pakistan
13222,3606350,False,Leishmania infantum
13223,3606350,False,Leishmania braziliensis
13224,3606350,False,Lipophosphoglycan (LPG)
13225,3606350,False,Macrophage modulation
13226,3887164,False,Gliomatosis peritonei
13227,3887164,False,Endometriosis
13228,3887164,False,Immature teratoma
13229,3887164,False,Ovary
13230,3887164,False,Lymph nodes
13231,6194468,False,obstructive sleep apnea
13232,6194468,False,coronary heart disease
13233,6194468,False,type 2 diabetes
13234,6194468,False,diabetic kidney disease
13235,6194468,False,mortality
13236,6194468,False,longitudinal
13237,5543570,False,Medical image
13238,5543570,False,multimodal
13239,5543570,False,optimization problem
13240,5543570,False,registration assessment
13241,5543570,False,registration
13242,6407333,False,Cellulose matrix
13243,6407333,False,Liposomes
13244,6407333,False,Oligosaccharide
13245,6407333,False,Ovalbumin
13246,6407333,False,Vaccine
13247,3674263,False,Cataract Extraction
13248,3674263,False,Gatifloxacin
13249,3674263,False,Prednisolone
13250,3674263,False,Phacoemulsification
13251,3891179,False,Ayurveda
13252,3891179,False,Bhallatak
13253,3891179,False,Rasayana
13254,3891179,False,reverse pharmacology
13255,3891179,False,Semecrpus anacardium
13256,3891179,False,Tinospora cordifolia
13257,5378754,False,Prostate cancer
13258,5378754,False,Biomarker
13259,5378754,False,PSA
13260,5378754,False,PHI
13261,5378754,False,PCA3
13262,5378754,False,"S2,3PSA"
13263,6212705,False,Health anxiety
13264,6212705,False,Hypochondriasis
13265,6212705,False,Somatic symptom disorder
13266,6212705,False,Illness anxiety disorder
13267,4717593,False,Takayasu arteritis
13268,4717593,False,Supra-valvular aortic stenosis
13269,4717593,False,Bentall opearation
13270,4339931,False,Biochemical markers
13271,4339931,False,morphology score
13272,4339931,False,platelet concentrate
13273,4339931,False,storage
13274,3579467,False,Behavior change
13275,3579467,False,Cognitive determinant
13276,3579467,False,Cost effectiveness
13277,3579467,False,Smoking cessation
13278,3579467,False,Intermediate outcome
13279,3579467,False,I00
13280,3579467,False,I19
13281,3579467,False,Z00
13282,3786878,False,endoscopic submuscosal dissection
13283,3786878,False,gastric fundus
13284,3786878,False,muscularis propria
13285,3342104,False,Warthin's tumor
13286,3342104,False,Bilateral
13287,3342104,False,Multifocal
13288,3342104,False,Neck lymph nodes
13289,3342104,False,Treatment
13290,3342104,False,Pathogenesis
13291,5628233,False,Intra‐aortic balloon occlusion
13292,5628233,False,late pregnancy
13293,5628233,False,perinatal period
13294,5628233,False,placenta accreta
13295,5628233,False,resuscitative endovascular balloon occlusion of the aorta
13296,6236222,False,Zeylenone
13297,6236222,False,prostate cancer
13298,6236222,False,metastasis
13299,6236222,False,Wnt/β-catenin pathway
13300,3758586,False,inertial navigation systems (INS)
13301,3758586,False,alignment
13302,3758586,False,mooring condition
13303,3758586,False,inertial measurement unit (IMU)
13304,3758586,False,inertial frame
13305,3758586,False,hidden Markov model
13306,3758586,False,Kalman filter
13307,5458235,False,bone marrow mesenchymal stem cells
13308,5458235,False,melatonin
13309,5458235,False,iron overload
13310,5458235,False,apoptosis
13311,5458235,False,necrosis
13312,5116018,False,Nilotinib
13313,5116018,False,Resistant GIST
13314,5116018,False,Secondary mutation
13315,4807533,False,Carbohydrate-binding module
13316,4807533,False,Fluorescent protein
13317,4807533,False,Kraft pulp
13318,4807533,False,X-ray photoelectron spectroscopy
13319,4807533,False,Xylan
13320,4807533,False,Xylanase
13321,6199491,False,antibiotic resistance
13322,6199491,False,bacterial identification
13323,6199491,False,diagnostics
13324,6199491,False,sequencing
13325,3938367,False,Nails
13326,3938367,False,"Neoplasm recurrence, local"
13327,3938367,False,Neoplasms
13328,3938367,False,Recurrence
13329,5908117,False,bone marrow stem cell
13330,5908117,False,IGF‐1
13331,5908117,False,IL‐10
13332,5908117,False,p50
13333,5908117,False,uterus injury
13334,5601664,False,SUMOylation
13335,5601664,False,Sertoli cell
13336,5601664,False,tight junction
13337,5601664,False,cytoskeleton
13338,5601664,False,blood-testis barrier
13339,6153194,False,Patient reported outcome measures
13340,6153194,False,Realist synthesis
13341,6153194,False,Clinician-patient communication
13342,6153194,False,Feedback
13343,4104568,False,Abducens palsy
13344,4104568,False,diplopia
13345,4104568,False,acupuncture
13346,4104568,False,ocular nerve palsy
13347,4104568,False,sixth cranial nerve palsy
13348,3725899,False,Virus-like particles
13349,3725899,False,Human papillomavirus silkworm expression system
13350,3725899,False,BmNPV bacmid
13351,6342518,False,Problem-Based Learning
13352,6342518,False,Quality Improvement
13353,6342518,False,Best Practices
13354,6342518,False,Systems-Based Practice
13355,6342518,False,Clinical Guidelines
13356,6342518,False,Practice Guidelines
13357,6342518,False,Patient Outcomes
13358,5428399,False,microRNA
13359,5428399,False,plasma
13360,5428399,False,microRNA-451
13361,5428399,False,thalassemia
13362,5428399,False,hemolysis
13363,5323859,False,in situ generation
13364,5323859,False,interfacial stability
13365,5323859,False,lithium batteries
13366,5323859,False,poly (vinylene carbonate)
13367,5323859,False,solid electrolyte
13368,6256310,False,Restoration
13369,6256310,False,perceived restorativeness
13370,6256310,False,urban environments
13371,6256310,False,built environments
13372,6256310,False,urban nature
13373,6393057,False,alfacalcidol
13374,6393057,False,efficacy
13375,6393057,False,muscle function
13376,6393057,False,osteoporosis
13377,6393057,False,safety
13378,5918759,False,Positron emission tomography
13379,5918759,False,Mild cognitive impairment
13380,5918759,False,Alzheimer’s disease
13381,5918759,False,Medial temporal lobe dysfunction
13382,5918759,False,FDG-PET
13383,5918759,False,Amyloid-PET
13384,5136663,False,biodiversity
13385,5136663,False,environmental stress gradient
13386,5136663,False,confinement gradient
13387,5136663,False, transitional waters
13388,5136663,False,coastal lagoons
13389,5136663,False,solar saltworks
13390,4656008,False,acoustic calibrations
13391,4656008,False,acoustic measurements
13392,4656008,False,calibration
13393,4656008,False,electronic instrumentation
13394,4656008,False,microphone calibration
13395,4656008,False,microphone pressure calibration
13396,4656008,False,microphone reciprocity calibration
13397,4656008,False,power line frequency
13398,4656008,False,power line interference
13399,4656008,False,pressure reciprocity calibration of microphones
13400,5869911,False,DNA methylation
13401,5869911,False,epigenetics
13402,5869911,False,5mC
13403,5869911,False,5hmC
13404,5869911,False,TET
13405,5869911,False,zebrafish
13406,5869911,False,mouse
13407,5869911,False,gene expression
13408,5921150,False,Renal cell carcinoma
13409,5921150,False,Interleukin‐2
13410,5921150,False,Tumor rejection
13411,5921150,False,Inflammation
13412,5307418,False,LiMn2O4
13413,5307418,False,Porous structure
13414,5307418,False,Hollow nanofibers
13415,5307418,False,Cathodes
13416,5307418,False,Lithium-ion batteries
13417,5613701,False,MSCs
13418,5613701,False,Amnion
13419,5613701,False,Immunosuppression
13420,5613701,False,IDO
13421,5219563,False,Quality of life
13422,5219563,False, Mental health
13423,5219563,False, Nursing
13424,5219563,False, Hypothyroidism
13425,5447783,False,open heart surgery
13426,5447783,False,nosocomial infection
13427,5447783,False,SSI
13428,5447783,False,antibiotic resistance
13429,5447783,False,Iran
13430,4440621,False,HIV testing
13431,4440621,False,task shifting
13432,4440621,False,sub-Saharan Africa
13433,4440621,False,provider-initiated
13434,4440621,False,Namibia
13435,4440621,False,nursing
13436,4675007,False,Insect repellents
13437,4675007,False,N
13438,4675007,False,N-diethyl-meta-toluamide
13439,4675007,False,niosome
13440,5320437,False,Adjuvant
13441,5320437,False,Autoimmune orchitis
13442,5320437,False,Lipopolysaccharide (LPS)
13443,5320437,False,Rat
13444,5320437,False,Sperm immunization
13445,4591483,False,Gossypium hirsutum
13446,4591483,False,genetic and physical mapping
13447,4591483,False,resistance-rich cluster
13448,4591483,False,resistance stress element
13449,4591483,False,root-knot nematode
13450,4591483,False,Fusarium wilt
13451,4591483,False,soil-borne disease
13452,5742620,False,phylogenetic groups
13453,5742620,False,Escherichia coli
13454,5742620,False,multivariate analysis
13455,5742620,False,wastewater
13456,5742620,False,commensal strains
13457,5802843,False,in situ hybridization
13458,5802843,False,single cell expression profiling
13459,5802843,False,lung cell type classification
13460,5802843,False,Idiopathic Pulmonary Fibrosis
13461,5802843,False,Human
13462,5802843,False,Mouse
13463,4630067,False,Schwannoma
13464,4630067,False,heart neoplasms
13465,4630067,False,3D printing
13466,4078165,False,pyogenic vertebral osteomyelitis
13467,4078165,False,biopsy
13468,4078165,False,debridement
13469,4078165,False,reconstruction
13470,4078165,False,stabilization
13471,4078165,False,spondylodiskitis
13472,4078165,False,instrumentation
13473,3616638,False,Phospholipase A2
13474,3616638,False,toxicity
13475,3616638,False,venom
13476,3616638,False,snake
13477,3616638,False,nociception
13478,3616638,False,α-neurotoxin
13479,4142897,False,ethanol
13480,4142897,False,gold nanoparticles
13481,4142897,False,purification
13482,4142897,False,self-assembled monolayers
13483,4142897,False,solvent
13484,5895039,False,choice probability
13485,5895039,False,macaque
13486,5895039,False,perceptual decision-making
13487,5895039,False,sequential dependence
13488,5895039,False,V2
13489,5706387,False,Lidocaine
13490,5706387,False,Nerve Compression Syndromes
13491,5706387,False,Neuralgia
13492,5706387,False,Pruritus
13493,5077262,False,age-related hearing impairment
13494,5077262,False,presbycusis
13495,5077262,False,biomarker
13496,5077262,False,mtDNA
13497,5129983,False,gastric cancer
13498,5129983,False,lactate dehydrogenase
13499,5129983,False,D2 lymphadenectomy
13500,5129983,False,prognosis
13501,5129983,False,nomogram
13502,4365658,False,Kinematics
13503,4365658,False,ProDisc-L
13504,4365658,False,range of motion
13505,4365658,False,radiostereometric analysis
13506,5322154,False,Myc
13507,5322154,False,oncogene
13508,5322154,False,inhibitor
13509,5322154,False,therapy
13510,5322154,False,Omomyc
13511,5322154,False,clinical application
13512,3585027,False,Nuclear actin
13513,3585027,False,nuclear structure and function
13514,3585027,False,RNA polymerase
13515,3585027,False,transcription
13516,3585027,False,actin polymerization
13517,6213502,False,alkalization
13518,6213502,False,hypomagnesemia
13519,6213502,False,NADPH
13520,6213502,False,TRPM6
13521,4790286,False,antimicrobial
13522,4790286,False,antibiotic resistance
13523,4790286,False,horizontal gene transfer
13524,4790286,False,virulence factor
13525,4790286,False,clay
13526,4790286,False,sepiolite
13527,4114443,False,X-ray in-line phase contrast imaging
13528,4114443,False,X-ray absorption imaging
13529,4114443,False,Gastric cancer
13530,4114443,False,Principal component analysis
13531,4114443,False,Support vector machine
13532,5100178,False,Acute respiratory distress syndrome
13533,5100178,False,Pao2/FIO2 ratio
13534,5100178,False,Oxygenation index
13535,5100178,False,Classification
13536,5100178,False,Risk stratification
13537,5100178,False,Outcome
13538,4240790,False,ADSCs
13539,4240790,False,Chondrogenesis
13540,4240790,False,High frequency electric field
13541,4864277,True,Eupleridae
13542,4864277,True,male associations
13543,4864277,True,matrilines
13544,4864277,True,mongoose
13545,4864277,True,Mungotictis decemlineata
13546,4864277,True,reproductive skew
13547,3078207,False,Fiber-reinforced composite
13548,3078207,False,FRC
13549,3078207,False,Posterior prosthesis
13550,6027352,False,alternative promoters
13551,6027352,False,enhancer-promoter specificity
13552,6027352,False,MYC
13553,6027352,False,Wnt-responsive enhancers
13554,4518703,False,perinatal mood disorder
13555,4518703,False,postpartum depression
13556,4518703,False,postpartum psychosis
13557,4518703,False,bipolar disorder
13558,4518703,False,treatment
13559,4518703,False,pregnancy
13560,5148780,False,ecthyma
13561,5148780,False,infectious disease
13562,5148780,False,medical dermatology
13563,5148780,False,microbiology
13564,5148780,False,pathogenesis
13565,5148780,False,"NIPPV, noninvasive positive pressure ventilation"
13566,4752633,False,MULTIPLE SCLEROSIS
13567,4752633,False,INTERFERON
13568,4033100,False,psychiatric disorder
13569,4033100,False,exceptional experiences
13570,4033100,False,help-seeking
13571,4033100,False,public health
13572,4033100,False,epidemiology
13573,5621798,False,Breast
13574,5621798,False,Ultrasonography
13575,5621798,False,Elasticity imaging techniques
13576,5677424,False,spike sorting
13577,5677424,False,VLSI
13578,5677424,False,competitive learning
13579,5677424,False,brain machine interface
13580,4845282,False,acute heart failure
13581,4845282,False,ejection fraction findings
13582,4845282,False,population‐based study
13583,4845282,False,Epidemiology
13584,4845282,False,Heart Failure
13585,4845282,False,Mortality/Survival
13586,4835444,False,visual imagery
13587,4835444,False,fMRI
13588,4835444,False,imagination
13589,4835444,False,philosophy of mind
13590,4835444,False,history of philosophy
13591,4835444,False,history of psychology
13592,4910328,False,crystal structure
13593,4910328,False,metal–organic framework
13594,4910328,False,chiral network
13595,4910328,False,"(10,3)-a topology"
13596,6196627,False,differentially expressed genes
13597,6196627,False,gene ontology
13598,6196627,False,KEGG pathway
13599,6196627,False,colorectal cancer
13600,6196627,False,cetuximab
13601,6196627,False,protein–protein interaction
13602,6359331,False,Deschampsia cespitosa
13603,6359331,False,Deschampsia antarctica
13604,6359331,False,plastid
13605,6359331,False,chloroplast genome comparison
13606,6359331,False,high-throughput sequencing
13607,3937002,False,Depression
13608,3937002,False,Childhood neglect
13609,3937002,False,HPA axis functioning
13610,3937002,False,Dysfunctional attitude scale
13611,3729232,False,epigenetic
13612,3729232,False,hormonal
13613,3729232,False,urothelial
13614,3729232,False,transitional cell
13615,5435779,False,Diabetes
13616,5435779,False,High glucose
13617,5435779,False,Metabolic memory
13618,5435779,False,Endothelial dysfunction
13619,5435779,False,Antioxidant
13620,5435779,False,DPP-4 inhibitors
13621,5435779,False,Teneligliptin and sitagliptin
13622,5829096,False,muscle synergies
13623,5829096,False,post stroke
13624,5829096,False,motor control
13625,5829096,False,variance accounted for (VAF)
13626,5829096,False,electromyography (EMG)
13627,5829096,False,hand reaching
13628,5829096,False,non-negative matrix factorization (NMF)
13629,5829096,False,modulation
13630,5892026,False,Drug utilization
13631,5892026,False,essential medicine
13632,5892026,False,fixed-dose combinations
13633,5892026,False,gastroprotective agents
13634,5892026,False,nonsteroidal anti-inflammatory drugs
13635,5892026,False,World Health Organization indicators
13636,6193085,False,NiO
13637,6193085,False,hierarchical structures
13638,6193085,False,blocking units
13639,6193085,False,sensor
13640,6193085,False,gas sensing performances
13641,5054614,False,Peripheral perfusion
13642,5054614,False,Perfusion index
13643,5054614,False,Delayed transitional period
13644,5054614,False,Transient tachypnea of newborn
13645,5054614,False,Neonate
13646,5797609,False,competition outcome
13647,5797609,False,color
13648,5797609,False,psychological functioning
13649,5797609,False,human performance
13650,5797609,False,contests
13651,5797609,False,judo
13652,5746085,False,copy number variants
13653,5746085,False,target amplicon deep sequencing
13654,5746085,False,ALK
13655,5746085,False,ALK immunohistochemistry staining
13656,5746085,False,Japan neuroblastoma study group (JNBSG)
13657,3705501,False,Organophosphate
13658,3705501,False,carbamate
13659,3705501,False,intoxication
13660,3705501,False,diagnosis
13661,3705501,False,biosensor
13662,4665026,False,Euphorbia antiquorum
13663,4665026,False,hyperglycemia
13664,4665026,False,insulin resistance
13665,4665026,False,oxidative stress
13666,5872120,False,phage therapy
13667,5872120,False,bacterial phage resistance
13668,5872120,False,regression modeling
13669,5872120,False,MRSA
13670,6077885,False,Vaccine-hesitant parents
13671,6077885,False,medical student
13672,6077885,False,simulated encounter
13673,6077885,False,arts-based video scenario
13674,6077885,False,writing exercise
13675,6077885,False,small-group learning
13676,4327527,False,N400
13677,4327527,False,vocabulary development
13678,4327527,False,shape bias
13679,4327527,False,object recognition
13680,4327527,False,children
13681,5406910,False,Acute pancreatitis
13682,5406910,False,Persistent organ failure
13683,5406910,False,Albumin
13684,2705450,False,genetic map construction
13685,2705450,False,miscoded genotypes
13686,2705450,False,Bayesian inference
13687,2727398,False,Guilty knowledge test
13688,2727398,False,Concealed knowledge test
13689,2727398,False,Response time measure
13690,2727398,False,Detection of deception
13691,2727398,False,Lie detection
13692,2727398,False,Applied psychology
13693,2727398,False,Law policy
13694,2727398,False,Levels of processing
13695,3796196,False,Zinc
13696,3796196,False,Beta-Thalassemia
13697,3796196,False,Hepatitis C
13698,3796196,False,Iran
13699,4989870,False,Cornea
13700,4989870,False,cytokines
13701,4989870,False,neuropeptides
13702,4989870,False,stroma
13703,4989870,False,substance P
13704,4728645,False,dietary sugars
13705,4728645,False,sugar-sweetened beverage
13706,4728645,False,sugars from milk and fruits
13707,4728645,False,obesity
13708,4728645,False,children
13709,4728645,False,adolescents
13710,4728645,False,Korean
13711,5707751,False,Dengue virus
13712,5707751,False,Drug discovery
13713,5707751,False,Peptides
13714,5707751,False,Antiviral therapeutics.
13715,4012684,False,multimorbidity
13716,4012684,False,patients' disatisfaction
13717,4012684,False,person-centred healthcare
13718,2706615,False,mucolytic
13719,2706615,False,exacerbation
13720,2706615,False,COPD
13721,2706615,False,lung function
13722,2706615,False,tiotropium
13723,4061529,False,callose
13724,4061529,False,cell wall integrity
13725,4061529,False,FRET
13726,4061529,False,innate immunity
13727,4061529,False,localization microscopy
13728,4061529,False,powdery mildew
13729,4061529,False,plant defense
13730,4061529,False,super-resolution
13731,5431024,False,Occlutech device
13732,5431024,False,patent ductus arteriosus
13733,5431024,False,percutaneous occlusion
13734,4396939,False,Plant Biology
13735,4396939,False,Issue 94
13736,4396939,False,Apoplast
13737,4396939,False,apoplast washing fluid
13738,4396939,False,plant leaves
13739,4396939,False,infiltration-centrifugation
13740,4396939,False,plant metabolism
13741,4396939,False,metabolomics
13742,4396939,False,gas chromatography-mass spectrometry
13743,4281814,False,antiretroviral therapy
13744,4281814,False,body mass index
13745,4281814,False,HIV infection
13746,4281814,False,immunosuppression
13747,4281814,False,longitudinal study
13748,4281814,False,obesity
13749,4296413,False,Immune reconstitution
13750,4296413,False,pneumothorax
13751,4296413,False,respiratory failure
13752,4296413,False,tuberculosis
13753,4296413,False,Vitamin D
13754,4031255,False,Aged
13755,4031255,False,"Emergency service, hospital"
13756,4031255,False,Orthopedics
13757,4031255,False,Retrospective studies
13758,4713113,False,Dothideomycetes
13759,4713113,False,endophytes
13760,4713113,False,Massarineae
13761,4713113,False,mating
13762,4713113,False,phylogeny
13763,4713113,False,sexual state
13764,4713113,False,taxonomy
13765,5974864,False,quality of life
13766,5974864,False,QOL
13767,5974864,False,philosophy
13768,5974864,False,human development
13769,5974864,False,holistic medicine
13770,5974864,False,public health
13771,5974864,False,Denmark
13772,5781333,False,Fascola hepatica
13773,5781333,False,Drug resistance
13774,5781333,False,American isolates
13775,5781333,False,Triclabendazole
13776,5781333,False,Albendazole
13777,5781333,False,Transcriptomics
13778,4703610,False,Anaerobic digestion
13779,4703610,False,Thermophilic
13780,4703610,False,Methanogen
13781,4703610,False,Bioaugmentation
13782,4703610,False,Acetoclastic
13783,5971649,False,Agonist
13784,5971649,False,beta-2 receptor
13785,5971649,False,endothelial dysfunction
13786,5971649,False,hemoconcentration
13787,5971649,False,hypoalbuminemia
13788,5971649,False,hypotension
13789,5971649,False,idiopathic systemic capillary leak syndrome
13790,5971649,False,theophylline
13791,4421547,False,end-stage renal disease
13792,1950216,False,MRI
13793,1950216,False,Protocols
13794,1950216,False,Children
13795,5243158,False,Addiction
13796,5243158,False,basal ganglia
13797,5243158,False,cocaine
13798,5243158,False,D2 receptors
13799,5243158,False,dopamine
13800,5243158,False,G‐protein coupled receptors
13801,5243158,False,medium spiny neurons
13802,5243158,False,striatum
13803,5243158,False,substance use disorders
13804,5243158,False,synaptic transmission
13805,6423589,False,calixarenes
13806,6423589,False,nanosponges
13807,6423589,False,pH-responsive materials
13808,6423589,False,pollutants
13809,6423589,False,polyaminoazides
13810,5731806,False,Circular RNA
13811,5731806,False,miRNA sponge
13812,5731806,False,non-coding RNA
13813,5731806,False,Alternative splicing
13814,5731806,False,competing endogenous RNA
13815,5731806,False,microRNA
13816,5795826,False,wireless indoor localization system
13817,5795826,False,subregion clustering
13818,5795826,False,fingerprint
13819,5795826,False,cheap communication chip
13820,5216030,False,ETEC
13821,5216030,False,adhesin
13822,5216030,False,adhesin negative-ETEC
13823,5216030,False,colonization factors
13824,5216030,False,chaperone-usher pili
13825,5216030,False,genome analysis
13826,2893968,False,Sub-wavelength Structure
13827,2893968,False,Solar cell
13828,2893968,False,SWS fabrication
13829,2893968,False,Reflectance
13830,2893968,False,Anti-reflective coatings
13831,3974688,False,gastrointestinal smooth muscle
13832,3974688,False,aortic smooth muscle
13833,3974688,False,contractions
13834,3974688,False,intracellular calcium pools
13835,3974688,False,Windkessel hypothesis
13836,3974688,False,pulse-synchronized contractions
13837,4391586,False,acute promyelocytic leukemia
13838,4391586,False,Akt
13839,4391586,False,cytarabine
13840,4391586,False,Klotho
13841,4391586,False,miR-126
13842,5878192,False,Proteus
13843,5878192,False,Biofilm
13844,5878192,False,Planktonic form
13845,5878192,False,Lipopolysaccharide
13846,5878192,False,Core region
13847,6137300,False,Spirometra ranarum
13848,6137300,False,cox1
13849,6137300,False,nad1
13850,6137300,False,lion
13851,6137300,False,Tanzania
13852,4214337,False,zinc finger protein 382
13853,4214337,False,pediatric acute myeloid leukemia
13854,4214337,False,methylation
13855,4214337,False,tumor suppressor
13856,5332406,False,direct-seeded rice
13857,5332406,False,early vigor
13858,5332406,False,quantitative trait loci
13859,5332406,False,QTL hotspots
13860,5332406,False,candidate genes
13861,5332406,False,single nucleotide polymorphism
